MF Code,fund_house,s_name1,s_name,rupeevest_rating,rank_3year,ytd_returns,returns_1month,returns_6month,returns_3month,returns_1year,returns_3year,returns_5year,aumtotal,expenceratio,schemecode
Axis BSE Sensex ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,2,23.59,-6.75,5.2,-5.51,53.11,35.79,25.79,20613.4,0.07,38252
HSBC Conservative Hybrid Fund(G),HSBC Mutual Fund,HSBC Conservative Hybrid Fund(G),HSBC Conservative Hybrid Fund(G),Unrated,11,12.93,-1.15,6.97,0.63,17.53,8.19,8.93,133.94,2.17,1458
HSBC Conservative Hybrid Fund(G),Bank of India Mutual Fund,Bank of India Conservative Hybrid Fund-Reg(G),Bank of India Conservative Hybrid Fund-Reg(G),Unrated,1,7.02,-0.77,2.87,-0.07,12.14,13.03,11.97,66.74,2.05,7569
HSBC Conservative Hybrid Fund(G),Kotak Mahindra Mutual Fund,Kotak Debt Hybrid Fund(G),Kotak Debt Hybrid Fund(G),5,4,11.18,-1.8,6.95,1.68,18.07,9.7,11.6,2885.62,1.67,2051
HSBC Conservative Hybrid Fund(G),SBI Mutual Fund,SBI Conservative Hybrid Fund-Reg(G),SBI Conservative Hybrid Fund-Reg(G),4,5,11.04,-0.92,6.45,0.97,14.7,9.67,11.14,10030.4,1.12,2797
HSBC Conservative Hybrid Fund(G),HDFC Mutual Fund,HDFC Hybrid Debt Fund(G),HDFC Hybrid Debt Fund(G),4,3,10.44,-0.94,5.8,1.02,16.42,10.11,11.1,3342.03,1.76,1298
Groww Largecap Fund-Reg(G),Groww Mutual Fund,Groww Largecap Fund-Reg(G),Groww Largecap Fund-Reg(G),Unrated,22,15.13,-6.78,6.36,-2.98,33.9,12.55,13.96,132.88,2.43,15997
Groww Largecap Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Focused Equity Fund(G),ICICI Pru Focused Equity Fund(G),5,1,29.33,-6.28,14.36,0.08,48.58,20.21,24.81,10201.4,1.73,7747
Groww Largecap Fund-Reg(G),Quant Mutual Fund,Quant Focused Fund(G),Quant Focused Fund(G),Unrated,4,17.97,-8.42,3.12,-5.52,41.28,18.97,22.1,1183.09,2.13,5742
Groww Largecap Fund-Reg(G),Nippon India Mutual Fund,Nippon India Large Cap Fund(G),Nippon India Large Cap Fund(G),2,2,19.46,-5.74,8.28,-1.84,37.13,20.06,20.39,34432.09,1.57,2455
Groww Largecap Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bluechip Fund(G),ICICI Pru Bluechip Fund(G),4,5,19.82,-6.14,9.2,-0.89,38.15,17.42,19.84,66206.57,1.44,4980
LIC MF Value Fund-Reg(G),LIC Mutual Fund,LIC MF Value Fund-Reg(G),LIC MF Value Fund-Reg(G),2,19,23.83,-7.32,13.41,-2.35,40.06,15.67,19.23,132.22,2.51,39956
LIC MF Value Fund-Reg(G),SBI Mutual Fund,SBI Contra Fund-Reg(G),SBI Contra Fund-Reg(G),5,2,20.45,-5.95,8.14,-2.57,40.45,24.62,30.15,41326.63,1.51,2809
LIC MF Value Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Value Discovery Fund(G),ICICI Pru Value Discovery Fund(G),4,3,24.08,-5.08,12.48,0.21,42.07,22.9,26.65,51197.82,1.53,1492
LIC MF Value Fund-Reg(G),Bandhan Mutual Fund,Bandhan Sterling Value Fund-Reg(G),Bandhan Sterling Value Fund-Reg(G),5,12,20.57,-6.85,8.71,-2.43,37.21,19.98,26.08,10600.66,1.74,4270
LIC MF Value Fund-Reg(G),JM Financial Mutual Fund,JM Value Fund(G),JM Value Fund(G),3,1,27.58,-5.98,11.74,-5.07,49.11,25.56,25.09,1084.63,2.18,1849
Quantum Gold Saving Fund-Reg(G),Quantum Mutual Fund,Quantum Gold Saving Fund-Reg(G),Quantum Gold Saving Fund-Reg(G),Unrated,5,24.65,4.32,8.06,12.17,28.2,16.66,14.17,129.73,0.21,19961
Quantum Gold Saving Fund-Reg(G),Axis Mutual Fund,Axis Gold Fund-Reg(G),Axis Gold Fund-Reg(G),Unrated,2,24.34,4.21,8.01,10.46,28.24,16.85,14.37,603.24,0.5,15330
Quantum Gold Saving Fund-Reg(G),SBI Mutual Fund,SBI Gold-Reg(G),SBI Gold-Reg(G),Unrated,3,25.0,4.18,7.47,12.45,28.26,16.71,14.19,2244.77,0.42,14666
Quantum Gold Saving Fund-Reg(G),HDFC Mutual Fund,HDFC Gold Fund(G),HDFC Gold Fund(G),Unrated,7,24.27,4.15,7.85,11.41,27.6,16.52,14.18,2496.22,0.49,15381
Quantum Gold Saving Fund-Reg(G),LIC Mutual Fund,LIC MF Gold ETF FoF(G),LIC MF Gold ETF FoF(G),Unrated,1,25.74,4.57,8.02,9.36,28.02,17.1,14.15,63.79,0.67,17242
ICICI Pru BSE 500 ETF FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru BSE 500 ETF FOF-Reg(G),ICICI Pru BSE 500 ETF FOF-Reg(G),Unrated,,17.05,-7.21,9.21,-2.81,35.61,,,128.28,0.59,45726
ICICI Pru BSE 500 ETF FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),ICICI Pru Bharat 22 FOF-(G),Unrated,1,23.62,-6.43,5.56,-5.41,52.78,35.38,25.65,2183.3,0.13,40232
ICICI Pru BSE 500 ETF FOF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Thematic Advantage Fund(FOF)(G),ICICI Pru Thematic Advantage Fund(FOF)(G),Unrated,6,23.34,-3.42,15.99,3.37,38.28,17.92,25.43,1940.51,1.52,1706
ICICI Pru BSE 500 ETF FOF-Reg(G),Kotak Mahindra Mutual Fund,Kotak Multi Asset Allocator FoF-Dynamic(G),Kotak Multi Asset Allocator FoF-Dynamic(G),Unrated,5,18.24,-2.6,8.86,1.49,31.09,18.14,21.02,1618.25,1.01,1981
ICICI Pru BSE 500 ETF FOF-Reg(G),Nippon India Mutual Fund,Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),Unrated,3,31.86,-8.85,9.78,-4.77,61.1,19.14,20.17,524.54,0.29,40664
Nippon India Nifty Bank Index Fund-Reg(G),Nippon India Mutual Fund,Nippon India Nifty Bank Index Fund-Reg(G),Nippon India Nifty Bank Index Fund-Reg(G),Unrated,,,-2.88,6.31,1.78,,,,127.64,0.83,48148
Nippon India Nifty Bank Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,4,23.82,-6.2,8.83,-3.37,42.7,21.85,28.81,828.81,1.04,43811
Nippon India Nifty Bank Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,2,22.12,-6.75,10.59,-3.71,43.3,22.01,27.64,1949.15,1.0,43810
Nippon India Nifty Bank Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,18,15.07,-8.38,8.76,-2.7,34.21,16.46,20.31,1906.66,0.88,38179
Nippon India Nifty Bank Index Fund-Reg(G),DSP Mutual Fund,DSP NIFTY Next 50 Index Fund-Reg(G),DSP NIFTY Next 50 Index Fund-Reg(G),3,7,31.49,-9.36,9.35,-5.08,60.63,19.03,19.87,844.26,0.53,41641
ICICI Pru FMP-88-1226D-F(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-88-1226D-F(G),ICICI Pru FMP-88-1226D-F(G),Unrated,,6.5,0.54,4.03,1.81,8.25,,,127.53,,47232
ICICI Pru FMP-88-1226D-F(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,5,8.14,0.28,5.19,2.37,10.14,6.34,7.15,435.74,,43023
ICICI Pru FMP-88-1226D-F(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,6,7.9,0.27,5.22,2.42,9.92,6.26,7.11,329.46,,42924
ICICI Pru FMP-88-1226D-F(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,3,7.83,0.26,5.19,2.28,9.95,6.37,7.08,46.01,,43205
ICICI Pru FMP-88-1226D-F(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,7,7.9,0.28,5.22,2.42,9.88,6.23,6.98,61.83,,43259
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),Tata Mutual Fund,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),Unrated,,,-8.33,10.04,-4.28,,,,126.12,1.09,48782
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,4,23.82,-6.2,8.83,-3.37,42.7,21.85,28.81,828.81,1.04,43811
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,2,22.12,-6.75,10.59,-3.71,43.3,22.01,27.64,1949.15,1.0,43810
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,18,15.07,-8.38,8.76,-2.7,34.21,16.46,20.31,1906.66,0.88,38179
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),DSP Mutual Fund,DSP NIFTY Next 50 Index Fund-Reg(G),DSP NIFTY Next 50 Index Fund-Reg(G),3,7,31.49,-9.36,9.35,-5.08,60.63,19.03,19.87,844.26,0.53,41641
SBI FMP-46-1850D-Reg(G),SBI Mutual Fund,SBI FMP-46-1850D-Reg(G),SBI FMP-46-1850D-Reg(G),Unrated,27,6.74,0.61,4.31,1.93,8.53,5.64,,126.1,,45620
SBI FMP-46-1850D-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,5,8.14,0.28,5.19,2.37,10.14,6.34,7.15,435.74,,43023
SBI FMP-46-1850D-Reg(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,6,7.9,0.27,5.22,2.42,9.92,6.26,7.11,329.46,,42924
SBI FMP-46-1850D-Reg(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,3,7.83,0.26,5.19,2.28,9.95,6.37,7.08,46.01,,43205
SBI FMP-46-1850D-Reg(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,7,7.9,0.28,5.22,2.42,9.88,6.23,6.98,61.83,,43259
JM Short Duration Fund-Reg(G),JM Financial Mutual Fund,JM Short Duration Fund-Reg(G),JM Short Duration Fund-Reg(G),Unrated,,6.04,0.48,4.06,1.79,7.39,,,126.08,1.09,46751
JM Short Duration Fund-Reg(G),Bank of India Mutual Fund,Bank of India Short Term Income Fund-Reg(G),Bank of India Short Term Income Fund-Reg(G),Unrated,1,6.05,0.37,3.98,1.76,7.64,12.72,8.07,70.71,1.0,7456
JM Short Duration Fund-Reg(G),UTI Mutual Fund,UTI Short Duration Fund-Reg(G),UTI Short Duration Fund-Reg(G),4,6,6.75,0.53,4.15,2.07,8.25,5.94,7.46,2567.03,0.84,3656
JM Short Duration Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Short Term Fund(G),ICICI Pru Short Term Fund(G),5,2,6.65,0.6,4.15,1.91,8.1,6.35,6.89,19746.04,1.05,1682
JM Short Duration Fund-Reg(G),HDFC Mutual Fund,HDFC Short Term Debt Fund(G),HDFC Short Term Debt Fund(G),5,3,7.11,0.56,4.46,2.06,8.64,6.11,6.76,14622.22,0.71,11925
ICICI Pru Global Stable Equity Fund(FOF)(G),ICICI Prudential Mutual Fund,ICICI Pru Global Stable Equity Fund(FOF)(G),ICICI Pru Global Stable Equity Fund(FOF)(G),Unrated,15,8.41,-2.69,7.48,4.12,20.58,8.06,10.13,125.34,1.51,16718
ICICI Pru Global Stable Equity Fund(FOF)(G),Motilal Oswal Mutual Fund,Motilal Oswal Nasdaq 100 FOF-Reg(G),Motilal Oswal Nasdaq 100 FOF-Reg(G),Unrated,7,22.91,1.5,14.89,5.83,42.48,12.46,23.52,5035.16,0.58,41322
ICICI Pru Global Stable Equity Fund(FOF)(G),PGIM India Mutual Fund,PGIM India Global Equity Opp Fund(G),PGIM India Global Equity Opp Fund(G),Unrated,30,24.01,1.95,13.09,9.66,46.28,2.68,18.5,1352.43,2.38,8812
ICICI Pru Global Stable Equity Fund(FOF)(G),Franklin Templeton Mutual Fund,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Unrated,23,25.18,3.24,15.51,10.31,51.99,5.35,17.38,3565.01,1.53,16071
ICICI Pru Global Stable Equity Fund(FOF)(G),DSP Mutual Fund,DSP US Flexible Equity FoF-Reg(G),DSP US Flexible Equity FoF-Reg(G),Unrated,11,13.43,-0.3,7.56,3.01,29.71,10.14,16.0,871.98,2.34,17236
UTI Gold ETF FoF-Reg(G),UTI Mutual Fund,UTI Gold ETF FoF-Reg(G),UTI Gold ETF FoF-Reg(G),Unrated,,24.64,4.24,8.11,11.79,28.26,,,125.31,0.56,47003
UTI Gold ETF FoF-Reg(G),Axis Mutual Fund,Axis Gold Fund-Reg(G),Axis Gold Fund-Reg(G),Unrated,2,24.34,4.21,8.01,10.46,28.24,16.85,14.37,603.24,0.5,15330
UTI Gold ETF FoF-Reg(G),SBI Mutual Fund,SBI Gold-Reg(G),SBI Gold-Reg(G),Unrated,3,25.0,4.18,7.47,12.45,28.26,16.71,14.19,2244.77,0.42,14666
UTI Gold ETF FoF-Reg(G),HDFC Mutual Fund,HDFC Gold Fund(G),HDFC Gold Fund(G),Unrated,7,24.27,4.15,7.85,11.41,27.6,16.52,14.18,2496.22,0.49,15381
UTI Gold ETF FoF-Reg(G),Quantum Mutual Fund,Quantum Gold Saving Fund-Reg(G),Quantum Gold Saving Fund-Reg(G),Unrated,5,24.65,4.32,8.06,12.17,28.2,16.66,14.17,129.73,0.21,19961
Kotak FMP-310-1131D(G),Kotak Mahindra Mutual Fund,Kotak FMP-310-1131D(G),Kotak FMP-310-1131D(G),Unrated,,6.43,0.54,4.02,1.8,8.18,,,123.66,,47871
Kotak FMP-310-1131D(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,5,8.14,0.28,5.19,2.37,10.14,6.34,7.15,435.74,,43023
Kotak FMP-310-1131D(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,6,7.9,0.27,5.22,2.42,9.92,6.26,7.11,329.46,,42924
Kotak FMP-310-1131D(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,3,7.83,0.26,5.19,2.28,9.95,6.37,7.08,46.01,,43205
Kotak FMP-310-1131D(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,7,7.9,0.28,5.22,2.42,9.88,6.23,6.98,61.83,,43259
Axis Nifty Bank Index Fund-Reg(G),Axis Mutual Fund,Axis Nifty Bank Index Fund-Reg(G),Axis Nifty Bank Index Fund-Reg(G),Unrated,,,-2.87,,1.78,,,,123.26,0.97,48680
Axis Nifty Bank Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,4,23.82,-6.2,8.83,-3.37,42.7,21.85,28.81,828.81,1.04,43811
Axis Nifty Bank Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Motilal Oswal Nifty Midcap 150 Index Fund-Reg(G),Unrated,2,22.12,-6.75,10.59,-3.71,43.3,22.01,27.64,1949.15,1.0,43810
Axis Nifty Bank Index Fund-Reg(G),DSP Mutual Fund,DSP Nifty 50 Equal Weight Index Fund-Reg(G),DSP Nifty 50 Equal Weight Index Fund-Reg(G),5,18,15.07,-8.38,8.76,-2.7,34.21,16.46,20.31,1906.66,0.88,38179
Axis Nifty Bank Index Fund-Reg(G),DSP Mutual Fund,DSP NIFTY Next 50 Index Fund-Reg(G),DSP NIFTY Next 50 Index Fund-Reg(G),3,7,31.49,-9.36,9.35,-5.08,60.63,19.03,19.87,844.26,0.53,41641
Samco ELSS Tax Saver Fund-Reg(G),Samco Mutual Fund,Samco ELSS Tax Saver Fund-Reg(G),Samco ELSS Tax Saver Fund-Reg(G),Unrated,,7.46,-5.19,5.32,-5.5,20.66,,,122.18,2.35,46606
Samco ELSS Tax Saver Fund-Reg(G),Quant Mutual Fund,Quant ELSS Tax Saver Fund(G),Quant ELSS Tax Saver Fund(G),5,11,18.54,-8.27,1.79,-6.31,43.35,21.25,31.84,11560.66,1.71,889
Samco ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Unrated,10,14.0,-4.53,10.49,0.57,29.51,21.69,29.7,42.31,1.4,37867
Samco ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Unrated,7,13.98,-4.57,11.28,0.45,29.05,22.21,29.53,40.52,1.43,36380
Samco ELSS Tax Saver Fund-Reg(G),Sundaram Mutual Fund,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Unrated,12,15.04,-4.48,11.94,0.46,29.73,21.01,29.33,34.68,1.41,36903
SBI Nifty 200 Quality 30 ETF,SBI Mutual Fund,SBI Nifty 200 Quality 30 ETF,SBI Nifty 200 Quality 30 ETF,Unrated,38,18.26,-8.07,15.68,-2.42,35.28,14.9,17.75,121.78,0.5,41015
SBI Nifty 200 Quality 30 ETF,Nippon India Mutual Fund,CPSE ETF,CPSE ETF,Unrated,1,37.69,-9.85,6.32,-10.6,73.59,45.94,29.88,44278.8,0.07,27621
SBI Nifty 200 Quality 30 ETF,Nippon India Mutual Fund,Nippon India ETF Nifty Midcap 150,Nippon India ETF Nifty Midcap 150,Unrated,7,22.8,-6.71,10.93,-3.56,44.26,22.95,28.54,1752.17,0.21,40028
SBI Nifty 200 Quality 30 ETF,Motilal Oswal Mutual Fund,Motilal Oswal Nifty Midcap 100 ETF,Motilal Oswal Nifty Midcap 100 ETF,Unrated,6,22.56,-6.84,11.02,-3.51,46.16,23.37,28.41,554.42,0.22,13595
SBI Nifty 200 Quality 30 ETF,ICICI Prudential Mutual Fund,Bharat 22 ETF,Bharat 22 ETF,Unrated,2,23.59,-6.75,5.2,-5.51,53.11,35.79,25.79,20613.4,0.07,38252
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),Mirae Asset Mutual Fund,Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),Unrated,,28.28,-9.45,9.87,-5.4,49.48,,,121.28,0.45,46053
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),ICICI Pru Bharat 22 FOF-(G),Unrated,1,23.62,-6.43,5.56,-5.41,52.78,35.38,25.65,2183.3,0.13,40232
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Thematic Advantage Fund(FOF)(G),ICICI Pru Thematic Advantage Fund(FOF)(G),Unrated,6,23.34,-3.42,15.99,3.37,38.28,17.92,25.43,1940.51,1.52,1706
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),Kotak Mahindra Mutual Fund,Kotak Multi Asset Allocator FoF-Dynamic(G),Kotak Multi Asset Allocator FoF-Dynamic(G),Unrated,5,18.24,-2.6,8.86,1.49,31.09,18.14,21.02,1618.25,1.01,1981
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),Nippon India Mutual Fund,Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),Unrated,3,31.86,-8.85,9.78,-4.77,61.1,19.14,20.17,524.54,0.29,40664
SBI Magnum Childrens Benefit Fund-Savings Plan,SBI Mutual Fund,SBI Magnum Childrens Benefit Fund-Savings Plan,SBI Magnum Childrens Benefit Fund-Savings Plan,Unrated,15,15.84,-0.6,10.72,3.18,20.45,12.43,13.17,121.21,1.2,2748
SBI Magnum Childrens Benefit Fund-Savings Plan,HDFC Mutual Fund,HDFC Retirement Savings Fund-Equity Plan-Reg(G),HDFC Retirement Savings Fund-Equity Plan-Reg(G),5,3,19.06,-5.84,9.9,-1.4,35.3,19.61,24.03,6167.84,1.77,24803
SBI Magnum Childrens Benefit Fund-Savings Plan,ICICI Prudential Mutual Fund,ICICI Pru Retirement Fund-Pure Equity Plan(G),ICICI Pru Retirement Fund-Pure Equity Plan(G),4,1,24.26,-5.96,7.57,-1.37,49.38,23.88,24.01,1035.44,2.15,25667
SBI Magnum Childrens Benefit Fund-Savings Plan,HDFC Mutual Fund,HDFC Childrens Gift Fund,HDFC Childrens Gift Fund,4,8,15.03,-3.78,8.37,-1.16,27.57,15.66,18.74,10042.29,1.74,1126
SBI Magnum Childrens Benefit Fund-Savings Plan,Tata Mutual Fund,Tata Young Citizen Fund,Tata Young Citizen Fund,4,12,14.22,-6.76,9.15,-3.58,28.54,13.42,18.73,390.39,2.57,3304
Canara Rob Gilt Fund-Reg(G),Canara Robeco Mutual Fund,Canara Rob Gilt Fund-Reg(G),Canara Rob Gilt Fund-Reg(G),Unrated,12,8.19,-0.17,5.4,2.07,10.29,5.71,5.83,120.65,1.25,538
Canara Rob Gilt Fund-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru Gilt Fund(G),ICICI Pru Gilt Fund(G),4,3,6.96,0.28,4.78,1.94,8.46,6.32,7.3,6633.27,1.09,1606
Canara Rob Gilt Fund-Reg(G),SBI Mutual Fund,SBI Magnum Gilt Fund-Reg(G),SBI Magnum Gilt Fund-Reg(G),3,1,8.19,-0.21,5.68,2.08,10.09,6.85,7.17,10422.37,0.94,2754
Canara Rob Gilt Fund-Reg(G),DSP Mutual Fund,DSP Gilt Fund-Reg(G),DSP Gilt Fund-Reg(G),4,2,9.49,-0.23,6.35,2.31,11.72,6.51,7.16,1417.52,1.25,693
Canara Rob Gilt Fund-Reg(G),Edelweiss Mutual Fund,Edelweiss Government Securities Fund-Reg(G),Edelweiss Government Securities Fund-Reg(G),5,7,9.02,-0.19,5.6,2.01,11.32,5.99,7.07,171.3,1.14,21922
DSP FMP 268-1281D-Reg(G),DSP Mutual Fund,DSP FMP 268-1281D-Reg(G),DSP FMP 268-1281D-Reg(G),Unrated,,6.72,0.7,4.26,1.93,8.46,,,120.61,,47124
DSP FMP 268-1281D-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,5,8.14,0.28,5.19,2.37,10.14,6.34,7.15,435.74,,43023
DSP FMP 268-1281D-Reg(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,6,7.9,0.27,5.22,2.42,9.92,6.26,7.11,329.46,,42924
DSP FMP 268-1281D-Reg(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,3,7.83,0.26,5.19,2.28,9.95,6.37,7.08,46.01,,43205
DSP FMP 268-1281D-Reg(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,7,7.9,0.28,5.22,2.42,9.88,6.23,6.98,61.83,,43259
UTI Silver ETF,UTI Mutual Fund,UTI Silver ETF,UTI Silver ETF,Unrated,,31.52,7.25,19.52,20.21,37.52,,,120.48,0.51,46881
UTI Silver ETF,LIC Mutual Fund,LIC MF Gold ETF,LIC MF Gold ETF,Unrated,1,24.89,3.79,8.13,14.87,27.56,17.44,14.73,150.52,0.41,15131
UTI Silver ETF,Invesco Mutual Fund,Invesco India Gold ETF,Invesco India Gold ETF,Unrated,4,25.16,3.79,7.71,14.13,27.24,17.04,14.61,125.08,0.55,8505
UTI Silver ETF,Aditya Birla Sun Life Mutual Fund,Aditya Birla SL Gold ETF,Aditya Birla SL Gold ETF,Unrated,7,24.98,4.06,8.22,14.11,28.12,16.96,14.6,863.84,0.54,13056
UTI Silver ETF,Axis Mutual Fund,Axis Gold ETF,Axis Gold ETF,Unrated,2,24.68,4.06,8.55,14.14,27.39,17.06,14.53,1068.15,0.55,12461
SBI FMP-78-1170D-Reg(G),SBI Mutual Fund,SBI FMP-78-1170D-Reg(G),SBI FMP-78-1170D-Reg(G),Unrated,,6.49,0.64,4.09,1.89,8.11,,,120.1,,47638
SBI FMP-78-1170D-Reg(G),ICICI Prudential Mutual Fund,ICICI Pru FMP-85-10Y-I(G),ICICI Pru FMP-85-10Y-I(G),Unrated,5,8.14,0.28,5.19,2.37,10.14,6.34,7.15,435.74,,43023
SBI FMP-78-1170D-Reg(G),Bandhan Mutual Fund,Bandhan FTP-179-3652D-Reg(G),Bandhan FTP-179-3652D-Reg(G),Unrated,6,7.9,0.27,5.22,2.42,9.92,6.26,7.11,329.46,,42924
SBI FMP-78-1170D-Reg(G),SBI Mutual Fund,SBI FMP-1-3668D-Reg(G),SBI FMP-1-3668D-Reg(G),Unrated,3,7.83,0.26,5.19,2.28,9.95,6.37,7.08,46.01,,43205
SBI FMP-78-1170D-Reg(G),Nippon India Mutual Fund,Nippon India FHF-XLI-8-3654D(G),Nippon India FHF-XLI-8-3654D(G),Unrated,7,7.9,0.28,5.22,2.42,9.88,6.23,6.98,61.83,,43259
HDFC NIFTY Realty Index Fund-Reg(G),HDFC Mutual Fund,HDFC NIFTY Realty Index Fund-Reg(G),HDFC NIFTY Realty Index Fund-Reg(G),Unrated,,,-10.39,4.19,-8.31,,,,119.29,0.89,48654
HDFC NIFTY Realty Index Fund-Reg(G),Motilal Oswal Mutual Fund,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Unrated,4,23.82,-6.2,8.83,-3.37,42.7,21.85,28.81,828.81,1.04,43811
